RulesetLevel,RepositoryName,RuleID,RulesetName,Target,Enforcement,BypassActors,ConditionsRefNameInclude,ConditionsRefNameExclude,ConditionsRepoNameInclude,ConditionsRepoNameExclude,ConditionsRepoNameProtected,ConditionRepoPropertyInclude,ConditionRepoPropertyExclude,RulesCreation,RulesUpdate,RulesDeletion,RulesRequiredLinearHistory,RulesMergeQueue,RulesRequiredDeployments,RulesRequiredSignatures,RulesPullRequest,RulesRequiredStatusChecks,RulesNonFastForward,RulesCommitMessagePattern,RulesCommitAuthorEmailPattern,RulesCommitterEmailPattern,RulesBranchNamePattern,RulesTagNamePattern,RulesFilePathRestriction,RulesFilePathLength,RulesFileExtensionRestriction,RulesMaxFileSize,RulesWorkflows,RulesCodeScanning,CreatedAt,UpdatedAt
Repository,gh-rulesets,8029837,Demo,branch,active,,~DEFAULT_BRANCH;refs/heads/feature*;refs/heads/dev*,,,,,,,,,true,,,,,RequireLastPushApproval:true|RequiredApprovingReviewCount:1|RequiredReviewThreadResolution:false|DismissStaleReviewsOnPush:false|RequireCodeOwnerReview:false,"",true,,,,,,,,,,,,2025-09-10T10:14:47.542-04:00,2025-09-10T10:14:47.620-04:00
